datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",35-39,156,0,156
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",40-44,223,0,223
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",45-49,241,0,241
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",50-54,192,0,192
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",55-59,178,0,178
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",60-64,149,0,149
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",65-69,111,0,111
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",70-74,76,0,76
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",75-79,67,0,67
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",80+,67,0,67
2021-01-07,Comirnaty,CZ010,"Hlavní město Praha",nezařazeno,2,0,2
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",18-24,12,0,12
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",25-29,35,0,35
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",30-34,42,0,42
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",35-39,51,0,51
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",40-44,56,0,56
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",45-49,89,0,89
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",50-54,77,0,77
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",55-59,53,0,53
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",60-64,44,0,44
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",65-69,27,0,27
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",70-74,16,0,16
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",75-79,3,0,3
2021-01-07,Comirnaty,CZ020,"Středočeský kraj",nezařazeno,1,0,1
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",0-17,2,0,2
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",18-24,31,0,31
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",25-29,55,0,55
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",30-34,73,0,73
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",35-39,114,0,114
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",40-44,147,0,147
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",45-49,173,0,173
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",50-54,128,0,128
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",55-59,127,0,127
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",60-64,133,0,133
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",65-69,102,0,102
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",70-74,89,0,89
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",75-79,89,0,89
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",80+,314,0,314
2021-01-07,Comirnaty,CZ031,"Jihočeský kraj",nezařazeno,1,0,1
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",18-24,12,0,12
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",25-29,31,0,31
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",30-34,30,0,30
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",35-39,40,0,40
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",40-44,58,0,58
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",45-49,63,0,63
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",50-54,43,0,43
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",55-59,36,0,36
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",60-64,33,0,33
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",65-69,18,0,18
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",70-74,6,0,6
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",75-79,6,0,6
2021-01-07,Comirnaty,CZ032,"Plzeňský kraj",80+,7,0,7
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",18-24,6,0,6
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",25-29,16,0,16
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",30-34,18,0,18
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",35-39,19,0,19
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",40-44,34,0,34
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",45-49,63,0,63
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",50-54,44,0,44
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",55-59,42,0,42
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",60-64,23,0,23
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",65-69,5,0,5
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",70-74,6,0,6
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",75-79,3,0,3
2021-01-07,Comirnaty,CZ041,"Karlovarský kraj",80+,1,0,1
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",18-24,18,0,18
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",25-29,32,0,32
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",30-34,26,0,26
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",35-39,35,0,35
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",40-44,68,0,68
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",45-49,68,0,68
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",50-54,57,0,57
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",55-59,44,0,44
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",60-64,32,0,32
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",65-69,16,0,16
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",70-74,7,0,7
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",75-79,3,0,3
2021-01-07,Comirnaty,CZ042,"Ústecký kraj",80+,1,0,1
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",18-24,5,0,5
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",25-29,25,0,25
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",30-34,20,0,20
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",35-39,23,0,23
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",40-44,33,0,33
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",45-49,37,0,37
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",50-54,36,0,36
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",55-59,31,0,31
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",60-64,19,0,19
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",65-69,8,0,8
2021-01-07,Comirnaty,CZ051,"Liberecký kraj",70-74,5,0,5
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",18-24,2,0,2
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",25-29,6,0,6
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",30-34,7,0,7
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",35-39,11,0,11
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",40-44,11,0,11
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",45-49,18,0,18
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",50-54,9,0,9
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",55-59,10,0,10
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",60-64,6,0,6
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",65-69,1,0,1
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",70-74,1,0,1
2021-01-07,Comirnaty,CZ052,"Královéhradecký kraj",75-79,3,0,3
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",18-24,3,0,3
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",25-29,14,0,14
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",30-34,18,0,18
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",35-39,17,0,17
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",40-44,23,0,23
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",45-49,23,0,23
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",50-54,24,0,24
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",55-59,18,0,18
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",60-64,14,0,14
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",65-69,7,0,7
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",70-74,3,0,3
2021-01-07,Comirnaty,CZ053,"Pardubický kraj",75-79,1,0,1
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",0-17,1,0,1
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",18-24,11,0,11
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",25-29,23,0,23
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",30-34,25,0,25
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",35-39,38,0,38
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",40-44,57,0,57
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",45-49,81,0,81
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",50-54,44,0,44
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",55-59,37,0,37
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",60-64,26,0,26
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",65-69,16,0,16
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",70-74,6,0,6
2021-01-07,Comirnaty,CZ063,"Kraj Vysočina",75-79,2,0,2
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",18-24,32,0,32
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",25-29,88,0,88
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",30-34,59,0,59
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",35-39,69,0,69
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",40-44,92,0,92
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",45-49,93,0,93
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",50-54,78,0,78
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",55-59,71,0,71
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",60-64,46,0,46
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",65-69,22,0,22
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",70-74,17,0,17
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",75-79,8,0,8
2021-01-07,Comirnaty,CZ064,"Jihomoravský kraj",80+,3,0,3
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",18-24,6,0,6
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",25-29,41,0,41
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",30-34,31,0,31
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",35-39,39,0,39
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",40-44,48,0,48
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",45-49,46,0,46
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",50-54,54,0,54
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",55-59,40,0,40
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",60-64,30,0,30
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",65-69,12,0,12
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",70-74,8,0,8
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",75-79,2,0,2
2021-01-07,Comirnaty,CZ071,"Olomoucký kraj",80+,1,0,1
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",18-24,14,0,14
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",25-29,33,0,33
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",30-34,38,0,38
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",35-39,34,0,34
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",40-44,59,0,59
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",45-49,49,0,49
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",50-54,38,0,38
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",55-59,54,0,54
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",60-64,42,0,42
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",65-69,10,0,10
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",70-74,3,0,3
2021-01-07,Comirnaty,CZ072,"Zlínský kraj",75-79,1,0,1
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,18,0,18
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,54,0,54
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,41,0,41
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,71,0,71
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,83,0,83
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,109,0,109
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,87,0,87
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,86,0,86
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,65,0,65
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,21,0,21
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,8,0,8
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,4,0,4
2021-01-07,Comirnaty,CZ080,"Moravskoslezský kraj",80+,3,0,3
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",0-17,1,0,1
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",18-24,79,0,79
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",25-29,213,0,213
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",30-34,177,0,177
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",35-39,202,0,202
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",40-44,314,0,314
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",45-49,349,0,349
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",50-54,274,0,274
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",55-59,267,0,267
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",60-64,215,0,215
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",65-69,134,0,134
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",70-74,100,0,100
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",75-79,79,0,79
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",80+,274,0,274
2021-01-08,Comirnaty,CZ010,"Hlavní město Praha",nezařazeno,3,0,3
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",18-24,35,0,35
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",25-29,92,0,92
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",30-34,87,0,87
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",35-39,116,0,116
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",40-44,167,0,167
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",45-49,180,0,180
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",50-54,126,0,126
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",55-59,110,0,110
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",60-64,88,0,88
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",65-69,46,0,46
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",70-74,28,0,28
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",75-79,11,0,11
2021-01-08,Comirnaty,CZ020,"Středočeský kraj",80+,79,0,79
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",0-17,1,0,1
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",18-24,46,0,46
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",25-29,63,0,63
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",30-34,69,0,69
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",35-39,104,0,104
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",40-44,141,0,141
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",45-49,203,0,203
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",50-54,178,0,178
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",55-59,160,0,160
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",60-64,138,0,138
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",65-69,102,0,102
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",70-74,72,0,72
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",75-79,60,0,60
2021-01-08,Comirnaty,CZ031,"Jihočeský kraj",80+,328,0,328
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",18-24,11,0,11
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",25-29,24,0,24
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",30-34,26,0,26
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",35-39,36,0,36
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",40-44,50,0,50
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",45-49,55,0,55
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",50-54,38,0,38
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",55-59,31,0,31
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",60-64,22,0,22
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",65-69,13,0,13
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",70-74,5,0,5
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",75-79,1,0,1
2021-01-08,Comirnaty,CZ032,"Plzeňský kraj",80+,1,0,1
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",18-24,7,0,7
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",25-29,5,0,5
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",30-34,19,0,19
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",35-39,21,0,21
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",40-44,39,0,39
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",45-49,48,0,48
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",50-54,30,0,30
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",55-59,31,0,31
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",60-64,21,0,21
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",65-69,19,0,19
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",70-74,3,0,3
2021-01-08,Comirnaty,CZ041,"Karlovarský kraj",75-79,1,0,1
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",18-24,21,0,21
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",25-29,24,0,24
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",30-34,32,0,32
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",35-39,29,0,29
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",40-44,76,0,76
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",45-49,79,0,79
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",50-54,52,0,52
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",55-59,39,0,39
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",60-64,28,0,28
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",65-69,13,0,13
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",70-74,6,0,6
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",75-79,4,0,4
2021-01-08,Comirnaty,CZ042,"Ústecký kraj",80+,3,0,3
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",18-24,2,0,2
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",25-29,12,0,12
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",30-34,8,0,8
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",35-39,24,0,24
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",40-44,18,0,18
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",45-49,24,0,24
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",50-54,25,0,25
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",55-59,17,0,17
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",60-64,7,0,7
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",65-69,7,0,7
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",70-74,3,0,3
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",75-79,1,0,1
2021-01-08,Comirnaty,CZ051,"Liberecký kraj",80+,2,0,2
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",0-17,1,0,1
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",18-24,28,0,28
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",25-29,53,0,53
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",30-34,69,0,69
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",35-39,63,0,63
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",40-44,96,0,96
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",45-49,111,0,111
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",50-54,67,0,67
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",55-59,63,0,63
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",60-64,54,0,54
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",65-69,24,0,24
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",70-74,13,0,13
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",75-79,5,0,5
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",80+,6,0,6
2021-01-08,Comirnaty,CZ052,"Královéhradecký kraj",nezařazeno,1,0,1
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",18-24,6,0,6
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",25-29,16,0,16
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",30-34,13,0,13
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",35-39,36,0,36
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",40-44,48,0,48
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",45-49,42,0,42
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",50-54,41,0,41
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",55-59,26,0,26
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",60-64,19,0,19
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",65-69,10,0,10
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",70-74,2,0,2
2021-01-08,Comirnaty,CZ053,"Pardubický kraj",75-79,3,0,3
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",18-24,9,0,9
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",25-29,32,0,32
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",30-34,23,0,23
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",35-39,29,0,29
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",40-44,46,0,46
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",45-49,51,0,51
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",50-54,38,0,38
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",55-59,37,0,37
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",60-64,22,0,22
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",65-69,14,0,14
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",70-74,3,0,3
2021-01-08,Comirnaty,CZ063,"Kraj Vysočina",80+,2,0,2
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",18-24,20,0,20
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",25-29,39,0,39
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",30-34,50,0,50
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",35-39,85,0,85
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",40-44,95,0,95
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",45-49,98,0,98
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",50-54,87,0,87
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",55-59,62,0,62
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",60-64,45,0,45
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",65-69,26,0,26
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",70-74,27,0,27
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",75-79,26,0,26
2021-01-08,Comirnaty,CZ064,"Jihomoravský kraj",80+,100,0,100
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",0-17,1,0,1
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",18-24,11,0,11
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",25-29,57,0,57
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",30-34,50,0,50
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",35-39,36,0,36
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",40-44,84,0,84
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",45-49,91,0,91
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",50-54,57,0,57
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",55-59,48,0,48
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",60-64,24,0,24
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",65-69,10,0,10
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",70-74,13,0,13
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",75-79,15,0,15
2021-01-08,Comirnaty,CZ071,"Olomoucký kraj",80+,57,0,57
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",18-24,15,0,15
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",25-29,19,0,19
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",30-34,18,0,18
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",35-39,30,0,30
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",40-44,38,0,38
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",45-49,62,0,62
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",50-54,36,0,36
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",55-59,50,0,50
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",60-64,30,0,30
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",65-69,13,0,13
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",70-74,6,0,6
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",75-79,3,0,3
2021-01-08,Comirnaty,CZ072,"Zlínský kraj",80+,3,0,3
